Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	W6A	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
London-North-Western-North	1058	NW2009	SDJ2	End of line (Latchford) – Ditton East Jn	10	06	18	55	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2011	WOA1	Walton Old Jn – Arpley Jn	0	68	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2015	DSE	Ordsall Lane Jn – Newton-le-Willows Jn	30	38	16	19	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2015	DSE	Newton-le-Willows Jn – Earlestown East Jn (Electrified section)	16	19	14	75	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2015	DSE	Earlestown East Jn – Edge Hill	14	75	1	78	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2017	SCN	Eccles Station Jn – Weaste Branch Network Rail / MSC Boundary	0	00	0	54	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2019	PJL	Parkside Jn – Lowton Jn (East Curve lines)	0	05	0	36	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2021	EEE	Earlestown South Jn – Earlestown West Jn (Liverpool Curve)	186	74	187	15	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2023	SBH3	Springs Branch Jn – Gerards Bridge Jn	12	54	5	66	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2023	SBH2	Gerards Bridge Jn – St Helens Station Jn	5	66	5	12	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW2023	SBH1	St Helens Station Jn – Huyton Jn	5	12	0	-18	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW2025	SHS1	St Helens Station Jn – Sutton Oak Network Rail Boundary	7	15	6	04	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW2027	SCT1/2	Edge Hill, Bootle Branch Jn –Network Rail Boundary (MDHC)	0	15	5	53	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW2029	OME3	Olive Mount Jn – Edge Lane Jn	0	10	0	52	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3001	CNH1	Crewe North Jn – Limit of Electrification (Crewe Steelworks)	158	18	159	41	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3001	CNH1	Limit of Electrification (Crewe Steelworks) – Chester East Jn	159	41	178	66	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3001	CNH2	Chester East Jn – Change of ELR (Chester Windmill Lane Tunnel)	178	66	179	56	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3001	CNH3	Change of ELR (Chester Windmill Lane Tunnel) – Route Boundary LNW / Wales (Rockcliffe Hall)	179	56	188	40	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3001	CNH3	Route Boundary LNW / Wales (Rockcliffe Hall) – Holyhead	188	40	263	56	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3003	CHW1	Chester East Jn – Acton Grange Jn	0	24	16	19	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3005	WSJ2	Sectional Appendix Boundary (GW731) – Route Boundary Wales / LNW including ‘Up & Down’ loop Wrexham General ELR WDB1	199	00	202	60	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3005	WSJ2	Route Boundary Wales / LNW – Saltney Jn	202	60	212	06	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3007	WDB1	Wrexham Central – Wrexham Exchange Jn	0	16	0	68	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3007	WDB1	Wrexham Exchange Jn – Change of RA at 13m 20ch (South end of Hawarden Bridge)	0	68	13	20	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3007	WDB1	Change of RA at 13m 20ch (South end of Hawarden Bridge) – Change of ELR	13	20	13	33	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3007	WDB2	Change of ELR (Hawarden Bridge) – Change of ELR (Site of former Dee Marsh Jn West)	14	15	14	00	N	N	N	N	N	N	N	
London-North-Western-North	1059	NW3007	WDB3	Change of ELR (Site of former Dee Marsh Jn West) – Route Boundary Wales / LNW (Burton Point)	14	00	11	00	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3007	WDB3	Route Boundary Wales / LNW (Burton Point) – Bidston Dee Jn	11	00	0	08	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3009	CVS	Chester North Jn – Chester South Jn	0	36	0	13	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3011	CRR1	Chester West Jn – Hooton South Jn	0	16	7	68	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3013	HHJ	Hooton South Jn – Ellesmere Port (Limit of DC electrification)	0	02	3	44	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3013	HHJ	Ellesmere Port (Limit of DC electrification) – Helsby Jn	3	44	8	67	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3015	LJT1	Llandudno Jn – Blaenau Ffestiniog, End of line	0	30	27	53	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3017	LLJ	Llandudno Jn – Llandudno	0	03	3	14	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3019	GLA	Gaerwen Jn – Amlwch (Network Rail Boundary)	0	00	17	37	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3021	FJH	Frodsham Jn – Halton Jn	1	54	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3023	EJN	Edgeley Jn – Northenden Jn	0	00	3	68	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3023	WJP1	Northenden Jn – Skelton Jn	33	52	30	12	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3023	SJD	Skelton Jn – Deansgate Jn	0	00	0	33	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3023	CDM1	Deansgate Jn – Change of ELR (Altrincham)	7	05	8	00	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3023	CDM2	Change of ELR (Altrincham) – Mickle Trafford Jn	7	69	35	40	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3025	WJP1	Skelton Jn – Partington Jn Network Rail Boundary	30	12	27	20	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3027	CDM1	Network Rail Boundary (Metrolink) – Deansgate Jn	6	77	7	05	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3027	CDM1	Deansgate Jn – Altrincham	7	05	8	00	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3029	SNJ	Sandbach North Jn – Northwich West Jn	0	00	8	64	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3031	NSN	Northwich South Jn – Northwich Station Jn	8	37	8	66	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3033	HEG	Hartford East Jn – Hartford North Jn (East Goods line)	21	67	22	10	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3035	HWG	Hartford West Jn – Hartford North Jn (West Goods line)	0	11	0	29	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW3037	HCN	Hartford CLC Jn – Hartford Jn	0	72	0	16	N	N	N	N	N	N	N	
London-North-Western-North	1060	NW4001	CGJ5	Preston Ribble Jn – Preston	21	13	21	57	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ6	Preston – Preston North Jn	0	00	0	21	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ6	Preston North Jn – Preston Fylde Jn	0	21	0	33	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ6	Preston Fylde Jn – Lancaster	0	33	20	78	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ7	Lancaster – Carnforth North Jn	0	00	6	08	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ7	Carnforth North Jn – Oxenholme	6	08	19	11	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ7	Oxenholme – Upperby Jn	19	11	68	23	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	CGJ7	Upperby Jn – Carlisle	68	23	69	09	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	UCJ	Upperby Bridge Jn – Upperby Jn	0	00	0	38	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	WCM1	Carlisle – Mossband Jn (Including Kingmoor Yard Goods lines)	0	00	7	57	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	WCM1	Mossband Jn – Gretna Jn	7	57	8	57	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4001	WCM1	Gretna Jn – Route Boundary (SC001)	8	57	12	30	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4003	PDB	Preston Fylde Jn – End of line	0	00	1	59	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4005	PBN	Preston Fylde Jn – Kirkham North Jn	0	33	8	28	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4005	PBN	Kirkham North Jn – Poulton Jn	8	28	14	40	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4005	PBN	Poulton Jn – Blackpool North	14	40	17	49	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4007	KBS1	Kirkham North Jn – Blackpool South	8	28	20	00	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4009	WPS	Poulton – Burn Naze (End of Branch)	14	40	18	08	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4011	MSM	Morecambe South Jn – Morecambe Buffer Stops	0	00	2	12	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4013	HBL	Hest Bank Jn – Bare Lane Jn	0	00	1	30	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4017	MHH	Morecambe Jn – Heysham Port	0	00	4	01	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4019	OXW	Oxenholme – Windermere	0	00	10	15	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4021	UCJ	Upperby Jn – Bog Jn	0	38	1	07	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4021	UCJ	Bog Jn – Rome Street Jn	1	07	1	23	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4023	ULR	Upperby Jn – London Road Jn	0	00	0	34	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4025	MCG	Currock Jn – Change of ELR (Site of former Forks Jn)	0	00	0	29	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4025	SCG	Change of ELR (Site of former Forks Jn) – Bog Jn	0	29	0	44	N	N	N	N	N	N	N	
London-North-Western-North	1061	NW4027	BSN	Bruntill Branch Jn – Stainton Jn via Down and Up Brunthill Branch Siding	0	66	0	2	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4027	ETC	End of line Buffer Stops – Network Rail Boundary / Brunthill via Down and Up Brunthill line	96	6	95	6	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4029	GJH	Mossband Jn – Network Rail Boundary	3	02	0	24	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4031	GSW	Gretna Jn – Route Boundary (SC031)	116	13	115	40	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4033	CBC1	Carnforth North Jn – Carnforth Station Jn	0	19	0	38	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4033	CBC1	Carnforth Station Jn – Limit of Electrification (Carnforth)	0	38	0	60	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4033	CBC1	Limit of Electrification (Carnforth) – Whitehaven	0	60	74	66	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4033	CBC1	Whitehaven – Bransty SB (Change of ELR)	74	66	74	73	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4033	CBC2	Bransty SB (Change of ELR) – Change of ELR (Maryport)	0	16	12	05	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4033	CBC3	Change of ELR (Maryport) – Carlisle South Jn	0	00	27	49	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW4041	DAP	Dalton Jn – Park South Jn	0	00	0	76	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP1	Crewe North Jn – Sandbach North Jn	158	17	162	62	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP1	Sandbach North Jn – Wilmslow South Jn	162	62	176	53	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP1	Wilmslow South Jn – Cheadle Hulme North Jn	176	53	180	67	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP1	Cheadle Hulme North Jn – Edgeley Jn No.1	180	67	182	36	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP2	Edgeley Jn No.1 – Edgeley Jn	182	36	182	59	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP2	Edgeley Jn – Slade Lane Jn	182	59	186	46	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP2	Slade Lane Jn – Ardwick Jn	186	46	188	08	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP2	Ardwick Jn – Manchester Piccadilly East Jn	188	08	188	48	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5001	CMP2	Manchester Piccadilly East Jn – Manchester Piccadilly	188	48	188	70	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5003	STY	Wilmslow South Jn – Heald Green South Jn	0	00	2	50	N	N	N	N	N	N	N	
London-North-Western-North	1062	NW5003	STY	Heald Green South Jn – Heald Green North Jn	2	50	3	13	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5003	STY	Heald Green North Jn – Slade Lane Jn	3	13	9	44	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5005	SMA	Heald Green South Jn – Heald Green West Jn	1	48	1	10	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5007	MIA	Manchester Airport – Heald Green North Jn	0	00	1	51	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5008	NBS	Norton Bridge North Jn – Stone Jn	3	57	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	CMD2	Colwich Jn – Stone Jn	38	61	20	36	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	CMD2	Stone Jn – Stoke Jn	20	36	21	04	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	CMD2	Stoke Jn – Glebe Street Jn	21	04	20	10	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	CMD2	Glebe Street Jn – Change of ELR	20	10	15	65	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	CMD1	Change of ELR – Kidsgrove Jn	13	68	16	00	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	CMD1	Kidsgrove Jn – Macclesfield Hibel Road (Change of ELR)	13	68	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5009	MCH	Macclesfield Hibel Road (Change of ELR) – Cheadle Hulme North Jn	9	37	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5010	SCQ1	Glebe Street Jn – Change of Mileage	20	08	20	33	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5010	SCQ1	Change of Mileage – Change of Mileage (Site of former Milton Jn)	0	00	3	51	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5010	SCQ2	Change of Mileage (Site of former Milton Jn) – Change of Mileage (Site of former Leek Brook Jn)	0	00	6	65	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5010	SCQ3	Change of Mileage (Site of former Leek Brook Jn) – Caldon Quarry	0	00	8	01	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5011	HNS	Heaton Norris Jn – Guide Bridge Station Jn	0	00	4	73	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5012	NSS	Route Boundary (LN3505) – Stoke Jn	1	40	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5013	DJO1	Denton Jn – Change of Mileage (Site of former Crowthorne Jn)	4	10	5	28	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5013	DJO2	Change of Mileage (Site of former Crowthorne Jn) – Change of Mileage (Site of former Ashton Moss South Jn)	0	53	1	19	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5013	AMJ	Change of Mileage (Site of former Ashton Moss South Jn) – Ashton Moss North Jn	0	00	0	40	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5015	HAJ	Hadfield – Dinting East Jn	12	61	12	00	N	N	N	N	N	N	N	
London-North-Western-North	1063	NW5015	HAJ	Dinting East Jn – Dinting West Jn	12	00	11	66	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5015	HAJ	Dinting West Jn – Hyde Jn	11	66	6	16	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5015	HAJ	Hyde Jn – Guide Bridge West Jn	6	16	5	10	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5015	HAJ	Guide Bridge West Jn – Guide Bridge Station Jn	5	10	4	73	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5015	HAJ	Guide Bridge Station Jn – Ashburys East Jn	4	73	1	56	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5015	HAJ	Ashburys East Jn – Ashburys West Jn	1	56	1	36	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5015	HAJ	Ashburys West Jn – Ardwick Jn	1	36	0	40	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5017	DSD	Dinting South Jn – Dinting East Jn	0	72	1	05	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5019	GDW	Glossop – Dinting South Jn	0	01	0	72	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5019	GDW	Dinting South Jn – Dinting West Jn	0	72	1	05	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW5021	SAJ	Stalybridge Jn – Guide Bridge West Jn	2	08	0	04	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	COL	Manchester Piccadilly East Jn – Castlefield Jn	188	48	189	67	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	COL	Castlefield Jn – Ordsall Lane Jn	189	67	190	28	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	OLW	Ordsall Lane Jn – Windsor Bridge South Jn	190	28	191	01	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	MVE1	Windsor Bridge South Jn – Windsor Bridge North Jn	1	55	1	66	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	MVE1	Windsor Bridge North Jn – Bolton West Jn	1	66	10	55	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	MVE2	Bolton West Jn – Lostock Jn	10	55	13	39	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6001	MVE2	Lostock Jn – Euxton Jn	13	39	25	31	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6003	MAJ	Castlefield Jn – Trafford Park Sidings (Limit of Electrification)	33	57	31	35	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6003	MAJ	Trafford Park Sidings (Limit of Electrification) – Hunts Cross	31	35	7	07	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6003	MAJ	Hunts Cross – Hunts Cross West Jn	7	07	6	11	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6003	AHX	Hunts Cross West Jn – Allerton Jn	0	37	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6004	OCD	Water Street Jn – Irwell Street Jn (Change of Mileage and ELR)	190	05	190	34	N	N	N	N	N	N	N	
London-North-Western-North	1064	NW6004	DSE	Irwell Street Jn (Change of Mileage and ELR) – Deal Street Jn (Ordsall Curve lines)	30	64	31	18	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6005	MVM	Manchester Victoria East Jn – Manchester Victoria	0	09	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6005	MVE1	Manchester Victoria – Deal Street Jn (Chat Moss lines)	0	00	0	32	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6005	MVE1	Deal Street Jn – Windsor Bridge South Jn	0	32	1	55	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6007	DSE	Deal Street Jn – Ordsall Lane Jn	31	18	30	38	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS1	Windsor Bridge North Jn – Crow Nest Jn	1	66	14	64	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS2	Crow Nest Jn – Wigan Station Jn	14	64	17	44	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS2	Wigan Station Jn – Wigan Wallgate Jn	17	44	18	04	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6009	WBS3	Wigan Wallgate Jn – Southport	18	04	35	27	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6011	BBB	Bolton East Jn – Blackburn Bolton Jn	10	31	24	08	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6013	LCN	Lostock Jn – Crow Nest Jn	13	39	17	18	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6015	WKL1	Wigan Wallgate Jn – Change of Mileage (Pemberton)	18	04	19	48	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW6015	WKL2	Change of Mileage (Pemberton) – Kirkby	19	09	29	40	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVM	Manchester Victoria East Jn (Man Vic West Jn – East Jn on NW6005) – Miles Platting Jn	0	09	1	30	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MPR1	Miles Platting Jn – Brewery Jn	1	30	1	52	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MPR1	Brewery Jn – Thorpes Bridge Jn	1	52	2	17	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Thorpes Bridge Jn – Castleton South Jn	2	17	8	21	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Castleton South Jn – Castleton East Jn	8	21	8	52	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Castleton East Jn – Hall Royd Jn	8	52	19	61	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7001	MVN2	Hall Royd Jn – Route Boundary (LN854)	19	61	22	62	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7005	CEH	Castleton East Jn – Castleton North Jn	0	00	0	37	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7005	CPI1	Castleton South Jn – Castleton North Jn	8	21	8	50	N	N	N	N	N	N	N	
London-North-Western-North	1065	NW7005	CPI2	Castleton North Jn – Network Rail / East Lancashire Railway Boundary (Hopwood)	8	50	9	04	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7006	SFO	Todmorden Viaduct Jn to Stansfield Hall Jn	19	30	19	47	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7007	FCO	Farington Curve Jn – Ormskirk	25	64	12	15	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR1	Farington Curve Jn – Lostock Hall Depot	0	00	0	75	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR2	Lostock Hall Depot – Lostock Hall Jn	0	75	1	42	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR3	Lostock Hall Jn – Change of ELR (Site of former Bamber Bridge Jn)	1	42	2	10	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR4	Change of ELR (Site of former Bamber Bridge Jn) – Blackburn Bolton Jn	2	10	10	11	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR4	Blackburn Bolton Jn – Blackburn	10	11	10	42	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR5	Blackburn – Daisyfield Jn	10	42	11	09	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR5	Daisyfield Jn – Gannow Jn	11	09	21	03	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7009	FHR6	Gannow Jn – Hall Royd Jn	21	03	30	54	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7011	LHL	Farington Jn – Limit of electrification	0	00	0	56	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7011	LHL	Limit of electrification – Lostock Hall Jn (Lostock Hall lines)	0	56	0	77	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7013	DJH	Daisyfield Jn – Hellifield	11	09	34	68	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7015	PRG	End of line (Padiham Power Station Sidings) – Rose Grove West Jn	1	76	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7017	GJC	Gannow Jn – Colne	21	03	27	37	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7019	MPR2	Thorpes Bridge Jn – Network Rail Boundary (Metrolink (Down Up Boundary at 2m 32ch))	2	22	3	05	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVM	Miles Platting – Change of ELR	1	22	1	30	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVL1	Miles Platting Jn – Philips Park West Jn	1	30	1	59	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVL1	Philips Park West Jn – Baguley Fold Jn	1	59	2	39	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVL1	Baguley Fold Jn – Ashton Moss North Jn	2	39	5	41	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVL1	Ashton Moss North Jn – Stalybridge Jn	5	41	7	46	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVL2	Stalybridge Jn – Stalybridge Tunnel Jn	7	46	8	08	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7021	MVL3	Stalybridge Tunnel Jn – Route Boundary (LN860)	8	08	15	11	N	N	N	N	N	N	N	
London-North-Western-North	1066	NW7023	BPP	Philips Park West Jn – Brewery Jn	0	00	0	18	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW7025	PPA1	Philips Park West Jn – Philips Park South Jn	1	59	2	07	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW7025	PPA1	Philips Park South Jn – Change of Mileage	2	07	3	12	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW7025	PPA2	Change of Mileage – Ashburys West Jn	0	57	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW7027	PPP1	Baguley Fold Jn – Change of Mileage	2	39	2	13	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW7027	PPP2	Change of Mileage – Philips Park South Jn	0	00	0	19	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8001	HXS1	Hunts Cross West Jn – Liverpool Central	6	11	0	02	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8001	HXS2	Liverpool Central – Paradise Jn	37	13	36	71	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8001	HXS2	Paradise Jn – Sandhills Jn	36	71	34	75	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8001	HXS3	Sandhills Jn – Bootle Jn	1	41	2	39	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8001	HXS3	Bootle Jn – Southport	2	39	18	35	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8003	SIL	Paradise Jn – James Street (Stock Interchange/Holding line)	0	32	0	53	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8005	SJO1	Sandhills Jn – Walton Jn	34	75	33	16	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8005	SJO2	Walton Jn – Ormskirk	3	20	12	13	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8007	NMM	Bootle Jn – Change of ELR (Site of former North Mersey Jn)	2	34	3	52	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8007	NMB	Change of ELR (Site of former North Mersey Jn) – Change of ELR (Site of former Sefton Jn)	34	40	32	42	N	N	N	N	N	N	N	
London-North-Western-North	1067	NW8007	AFL	Change of ELR (Site of former Sefton Jn) – Aintree Station Jn	0	00	0	40	N	N	N	N	N	N	N	
