Route	page	Line of route	ELR	Line of Route / Sector Description	M	Ch	M	Ch	W6A	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
London-North-Western-North	1049	NW5015	HAJ	Dinting West Jn – Hyde Jn	11	66	6	16	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1049	NW5015	HAJ	Hyde Jn – Guide Bridge West Jn	6	16	5	10	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW5015	HAJ	Guide Bridge West Jn – Guide Bridge Station Jn	5	10	4	73	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW5015	HAJ	Guide Bridge Station Jn – Ashburys East Jn	4	73	1	56	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW5015	HAJ	Ashburys East Jn – Ashburys West Jn	1	56	1	36	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW5015	HAJ	Ashburys West Jn – Ardwick Jn	1	36	0	40	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW5017	DSD	Dinting South Jn – Dinting East Jn	0	72	1	05	Y	N	N	N	N	N	N	N	
London-North-Western-North	1049	NW5019	GDW	Glossop – Dinting South Jn	0	01	0	72	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1049	NW5019	GDW	Dinting South Jn – Dinting West Jn	0	72	1	05	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1049	NW5021	SAJ	Stalybridge Jn – Guide Bridge West Jn	2	08	0	04	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW6001	COL	Manchester Piccadilly East Jn – Castlefield Jn	188	48	189	67	Y *	Y	Y	Y	N	Y	N	N	
London-North-Western-North	1049	NW6001	COL	Castlefield Jn – Ordsall Lane Jn	189	67	190	28	Y *	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1049	NW6001	OLW	Ordsall Lane Jn – Windsor Bridge South Jn	190	28	191	01	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW6001	MVE1	Windsor Bridge South Jn – Windsor Bridge North Jn	1	55	1	66	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW6001	MVE1	Windsor Bridge North Jn – Bolton West Jn	1	66	10	55	Y *	R	R	Y	N	N	N	N	
London-North-Western-North	1049	NW6001	MVE2	Bolton West Jn – Lostock Jn	10	55	13	39	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1049	NW6001	MVE2	Lostock Jn – Euxton Jn	13	39	25	31	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1049	NW6003	MAJ	Castlefield Jn – Trafford Park Sidings (Limit of Electrification)	33	57	31	35	Y	Y	Y	Y	N	Y	N	N	
London-North-Western-North	1049	NW6003	MAJ	Trafford Park Sidings (Limit of Electrification) – Hunts Cross	31	35	7	07	Y * R1	Y	Y	Y	N	R2	N	N	R1 * applies between Trafford Park West Jn (31m 66ch) and Hunts Cross R2 Prohibited between Trafford Park West Jn (31m 66ch) and Hunts Cross
London-North-Western-North	1049	NW6003	MAJ	Hunts Cross – Hunts Cross West Jn	7	07	6	11	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1049	NW6003	AHX	Hunts Cross West Jn – Allerton Jn	0	37	0	00	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1049	NW6004	OCD	Water Street Jn – Irwell Street Jn (Change of Mileage and ELR)	190	05	190	34	Y	Y	Y	Y	N	Y	N	Y	
London-North-Western-North	1049	NW6004	DSE	Irwell Street Jn (Change of Mileage and ELR) – Deal Street Jn (Ordsall Curve lines)	30	64	31	18	Y	Y	Y	Y	N	Y	N	Y	
London-North-Western-North	1049	NW6005	MVM	Manchester Victoria East Jn – Manchester Victoria	0	09	0	00	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1049	NW6005	MVE1	Manchester Victoria – Deal Street Jn (Chat Moss lines)	0	00	0	32	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1050	NW6005	MVE1	Deal Street Jn – Windsor Bridge South Jn	0	32	1	55	Y	Y	Y	N	N	N	N	N	
London-North-Western-North	1050	NW6007	DSE	Deal Street Jn – Ordsall Lane Jn	31	18	30	38	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1050	NW6009	WBS1	Windsor Bridge North Jn – Crow Nest Jn	1	66	14	64	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1050	NW6009	WBS2	Crow Nest Jn – Wigan Station Jn	14	64	17	44	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1050	NW6009	WBS2	Wigan Station Jn – Wigan Wallgate Jn	17	44	18	04	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1050	NW6009	WBS3	Wigan Wallgate Jn – Southport	18	04	35	27	Y *	Y	R1	N	N	N	N	N	R1 Prohibited between Gathust Viaduct (exclusive) [20m 46ch] and Southport
London-North-Western-North	1050	NW6011	BBB	Bolton East Jn – Blackburn Bolton Jn	10	31	24	08	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1050	NW6013	LCN	Lostock Jn – Crow Nest Jn	13	39	17	18	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1050	NW6015	WKL1	Wigan Wallgate Jn – Change of Mileage (Pemberton)	18	04	19	48	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1050	NW6015	WKL2	Change of Mileage (Pemberton) – Kirkby	19	09	29	40	Y	R1	N	N	N	N	N	N	R1 Prohibited between Knowsley Freight Terminal (28m 25ch) and Kirkby
London-North-Western-North	1050	NW7001	MVM	Manchester Victoria East Jn (Man Vic West Jn – East Jn on NW6005) – Miles Platting Jn	0	09	1	30	Y *	R1	R1	R1	N	N	N	N	R1 W7, W8 and W9 traffic is prohibited from platform 1 (bay platform)
London-North-Western-North	1050	NW7001	MPR1	Miles Platting Jn – Brewery Jn	1	30	1	52	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1050	NW7001	MPR1	Brewery Jn – Thorpes Bridge Jn	1	52	2	17	Y *	Y *	N	N	N	N	N	N	
London-North-Western-North	1050	NW7001	MVN2	Thorpes Bridge Jn – Castleton South Jn	2	17	8	21	Y *	Y *	N	N	N	N	N	N	
London-North-Western-North	1050	NW7001	MVN2	Castleton South Jn – Castleton East Jn	8	21	8	52	Y *	Y *	N	N	N	N	N	N	
London-North-Western-North	1050	NW7001	MVN2	Castleton East Jn – Hall Royd Jn	8	52	19	61	Y *	Y *	N	N	N	N	N	N	
London-North-Western-North	1050	NW7001	MVN2	Hall Royd Jn – Route Boundary (LN854)	19	61	22	62	Y *	Y *	N	N	N	N	N	N	
London-North-Western-North	1050	NW7005	CEH	Castleton East Jn – Castleton North Jn	0	00	0	37	Y	N	N	N	N	N	N	N	
London-North-Western-North	1050	NW7005	CPI1	Castleton South Jn – Castleton North Jn	8	21	8	50	Y	N	N	N	N	N	N	N	
London-North-Western-North	1050	NW7005	CPI2	Castleton North Jn – Network Rail / East Lancashire Railway Boundary (Hopwood)	8	50	9	04	Y	N	N	N	N	N	N	N	
London-North-Western-North	1050	NW7006	SFO	Todmorden Viaduct Jn to Stansfield Hall Jn	19	30	19	47	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1050	NW7007	FCO	Farington Curve Jn – Ormskirk	25	64	12	15	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1050	NW7009	FHR1	Farington Curve Jn – Lostock Hall Depot	0	00	0	75	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1050	NW7009	FHR2	Lostock Hall Depot – Lostock Hall Jn	0	75	1	42	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1050	NW7009	FHR3	Lostock Hall Jn – Change of ELR (Site of Former Bamber Bridge Jn)	1	42	2	10	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1051	NW7009	FHR4	Change of ELR (Site of Former Bamber Bridge Jn) – Blackburn Bolton Jn	2	10	10	11	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1051	NW7009	FHR4	Blackburn Bolton Jn – Blackburn	10	11	10	42	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1051	NW7009	FHR5	Blackburn – Daisyfield Jn	10	42	11	09	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1051	NW7009	FHR5	Daisyfield Jn – Gannow Jn	11	09	21	03	Y*	N	N	N	N	N	N	N	
London-North-Western-North	1051	NW7009	FHR6	Gannow Jn – Hall Royd Jn	21	03	30	54	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1051	NW7011	LHL	Farington Jn – Limit of electrification	0	00	0	56	Y	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7011	LHL	Limit of electrification – Lostock Hall Jn (Lostock Hall lines)	0	56	0	77	Y	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7013	DJH	Daisyfield Jn – Hellifield	11	09	34	68	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1051	NW7015	PRG	End of line (Padiham Power Station Sidings) – Rose Grove West Jn	1	76	0	00	–	–	–	–	–	–	–	–	Line Out of Use
London-North-Western-North	1051	NW7017	GJC	Gannow Jn – Colne	21	03	27	37	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1051	NW7019	MPR2	Thorpes Bridge Jn – Network Rail Boundary (Metrolink (Down Up Boundary at 2m 32ch))	2	22	3	05	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1051	NW7021	MVM	Miles Platting – Change of ELR	1	22	1	30	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1051	NW7021	MVL1	Miles Platting Jn – Philips Park West Jn	1	30	1	59	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1051	NW7021	MVL1	Philips Park West Jn – Baguley Fold Jn	1	59	2	39	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7021	MVL1	Baguley Fold Jn – Ashton Moss North Jn	2	39	5	41	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7021	MVL1	Ashton Moss North Jn – Stalybridge Jn	5	41	7	46	Y *	S1	N	N	N	N	N	N	S1 The following combinations only are permitted to run: Up to 2438(h) x 2438(w) on FEA KFA FRA FIA IFA wagons 2603(h) x 2438(w) on IFA/FIA FKA/IKA wagons 2896(h) x 2438(w) on KTA wagons
London-North-Western-North	1051	NW7021	MVL2	Stalybridge Jn – Stalybridge Tunnel Jn	7	46	8	08	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7021	MVL3	Stalybridge Tunnel Jn – Route Boundary (LN860)	8	08	15	11	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7023	BPP	Philips Park West Jn – Brewery Jn	0	00	0	18	Y	Y	Y	N	N	N	N	N	
London-North-Western-North	1051	NW7025	PPA1	Philips Park West Jn – Philips Park South Jn	1	59	2	07	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1052	NW7025	PPA1	Philips Park South Jn – Change of Mileage	2	07	3	12	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1052	NW7025	PPA2	Change of Mileage – Ashburys West Jn	0	57	0	00	Y *	Y	Y	Y	N	N	N	N	
London-North-Western-North	1052	NW7027	PPP1	Baguley Fold Jn – Change of Mileage	2	39	2	13	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	1052	NW7027	PPP2	Change of Mileage – Philips Park South Jn	0	00	0	19	Y	Y	Y	Y	N	N	N	N	
London-North-Western-North	1052	NW8001	HXS1	Hunts Cross West Jn – Liverpool Central	6	11	0	02	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8001	HXS2	Liverpool Central – Paradise Jn	37	13	36	71	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8001	HXS2	Paradise Jn – Sandhills Jn	36	71	34	75	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8001	HXS3	Sandhills Jn – Bootle Jn	1	41	2	39	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8001	HXS3	Bootle Jn – Southport	2	39	18	35	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8003	SIL	Paradise Jn – James Street (Stock Interchange/Holding line)	0	32	0	53	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8005	SJO1	Sandhills Jn – Walton Jn	34	75	33	16	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8005	SJO2	Walton Jn – Ormskirk	3	20	12	13	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8007	NMM	Bootle Jn – Change of ELR (Site of Former North Mersey Jn)	2	34	3	52	–	–	–	–	–	–	–	–	Line Not in Regular Use
London-North-Western-North	1052	NW8007	NMB	Change of ELR (Site of Former North Mersey Jn) – Change of ELR (Site of Former Sefton Jn)	34	40	32	42	–	–	–	–	–	–	–	–	Line Not in Regular Use
London-North-Western-North	1052	NW8007	AFL	Change of ELR (Site of Former Sefton Jn) – Aintree Station Jn	0	00	0	40	–	–	–	–	–	–	–	–	Line Not in Regular Use
London-North-Western-North	1052	NW8009	WJK	Walton Jn – Kirkby	33	16	29	41	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8011	MIR1	Mann Island Jn – Mann Island Jn via Loop	0	00	2	12	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8011	MIR2	Mann Island Jn – Hamilton Square Jn	0	69	1	72	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8011	CWK1	Hamilton Square Jn – Change of ELR (Birkenhead Park)	1	72	3	00	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8011	CWK2	Change of ELR (Birkenhead Park) – Bidston East Jn	3	00	4	40	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8011	CWK3	Bidston East Jn – Bidston Dee Jn	4	40	4	78	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8011	CWK3	Bidston Dee Jn – West Kirby	4	78	10	46	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8013	MIR2	Canning Street Jn – Rock Ferry	1	60	3	42	N	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8013	CRR2	Rock Ferry South Jn – Hooton South Jn	13	39	7	68	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1052	NW8015	BEN	Bidston East Jn – New Brighton (New Brighton lines)	4	40	7	18	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1053	NW8017	CCS1/2	Network Rail Boundary (Canning Street North) – Rock Ferry South Jn	15	40	13	30	–	–	–	–	–	–	–	–	Line Out of Use
London-North-Western-North	1053	NW9001	MAS	Route Boundary (LN808) (Dore West Jn) – Chinley North Jn	154	20	174	01	Y * S1	S1	N	N	N	N	N	N	S1 The following traffic and combinations only are permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1053	NW9001	TTA1	Chinley North Jn – New Mills South Jn	168	39	172	27	Y * S1	S1	N	N	N	N	N	N	S1 The following traffic and combinations only are permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1053	NW9001	NMC1	New Mills South Jn – Hazel Grove High Level Jn	172	27	177	40	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1053	NW9001	HGC	Hazel Grove High Level Jn – Hazel Grove East Jn	2	62	2	35	Y *	Y	Y	N	N	N	N	N	
London-North-Western-North	1053	NW9001	BEJ	Hazel Grove East Jn (Limit of electrification) – Edgeley Jn No.1	2	35	0	00	Y	Y	Y	N	N	N	N	N	
London-North-Western-North	1053	NW9003	CYC	Chinley East Jn – Chinley South Jn (Chord line)	168	32	167	56	Y	Y	N	N	N	N	N	N	
London-North-Western-North	1053	NW9005	CNB1	Chinley North Jn – Chinley South Jn	168	39	167	56	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1053	NW9005	CNB1	Chinley South Jn – Change of Mileage (Site of Former Peak Forest Jn)	167	56	161	05	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1053	NW9005	CNB2	Change of Mileage (Site of Former Peak Forest Jn) – Change of Mileage (Site of Former Buxton Jn)	0	00	0	28	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1053	NW9005	CNB3	Change of Mileage (Site of Former Buxton Jn) – Buxton SB	161	15	164	52	Y	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW9005	CNB4	Buxton SB – Buxton Sidings	164	52	165	12	Y	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW9007	TTA1	New Mills South Jn – Marple Wharf Jn	172	17	177	23	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1054	NW9007	TTA1	Marple Wharf Jn – Romiley Jn	177	23	178	33	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1054	NW9007	TTA1	Romiley Jn – Brinnington (Change of Mileage)	178	33	181	00	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1054	NW9007	TTA2	Brinnington (Change of Mileage) – Ashburys East Jn	42	77	46	24	Y *	S1	N	N	N	N	N	N	S1 The following traffic only is permitted: Up to 2438(h) x 2438(w) on FIA, IFA, FEA, FRA, KFA wagons
London-North-Western-North	1054	NW9009	MRH	Marple Wharf Jn – Rose Hill Buffer Stop	11	02	9	78	Y	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW9011	RYH1	Romiley Jn – Woodley Jn	178	33	179	44	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1054	NW9011	RYH2	Woodley Jn – Hyde Jn	8	74	6	16	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1054	NW9013	WJP1	Woodley Jn – Bredbury Sidings	40	53	39	58	Y	Y	N	N	N	N	N	N	
London-North-Western-North	1054	NW9017	NMC1/2	Hazel Grove High Level Jn – Cheadle Jn	177	40	181	71	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1054	NW9017	WJP1	Cheadle Jn – Northenden Jn	35	64	33	52	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW9019	BUX	Buxton – Brigg’s Sidings	0	00	4	70	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1054	NW9021	BEJ	Buxton – Hazel Grove East Jn	19	09	2	35	Y * S1	N	N	N	N	N	N	N	S1 The following traffic only is permitted: JNA, JGA and HLA wagons Qxx Zxx infrastructure traffic (except on-track machines) Conditions of travel must be sought for other freight movements
London-North-Western-North	1055	NW9901	SKW1	Route Boundary (LN922) (Gargrave) – Settle Jn	230	00	234	44	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1055	NW9901	SAC	Settle Jn – Petteril Bridge Jn	234	44	307	12	Y *	Y	N	N	N	N	N	N	
London-North-Western-North	1055	NW9901	NEC2	Petteril Bridge Jn – London Road Jn	59	26	59	45	Y	Y	N	N	N	N	N	N	
London-North-Western-North	1055	NW9901	NEC2	London Road Jn – Carlisle South Jn	59	45	60	02	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1055	NW9903	SKW1	Settle Jn – Change of ELR (Site of former Wennington Jn)	234	44	249	44	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1055	NW9903	SJC	Change of ELR (Site of former Wennington Jn) – Change of ELR (Site of former Carnforth East Jn)	9	45	0	31	Y *	N	N	N	N	N	N	N	
London-North-Western-North	1055	NW9903	CEC	Change of ELR (Site of Former Carnforth East Jn) – Carnforth Station Jn	0	25	0	04	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1055	NW9907	WAR	Appleby North Jn – Appleby West Jn	277	27	277	56	Y	N	N	N	N	N	N	N	Line Not in Regular Use
London-North-Western-North	1055	NW9907	EDE	Network Rail Boundary (Warcop) – End of line	11	03	11	46	Y	N	N	N	N	N	N	N	Line Not in Regular Use
London-North-Western-North	1055	NW9909	NEC2	Route Boundary (LN682) (Scotby) – Petteril Bridge Jn	58	00	59	26	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1055	NW9911	NGD	London Road Jn – Bog Jn (Newcastle Goods lines)	0	00	0	25	Y *	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-North	1056	NW1001	LEC2	Armitage Jn (MD101) (Sectional Appendix Boundary – Rugeley North Jn	119	20	124	39	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC2	Rugeley North Jn – Colwich Jn	124	39	127	05	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC2	Colwich Jn – Stafford Trent Valley Jn No.1	127	05	133	06	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC3	Stafford Trent Valley Jn No.1 – Change of ELR (Site of former Stafford Uttoxeter line Jn No 5)	133	06	133	60	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC4	Change of ELR (Site of former Stafford Uttoxeter line Jn No 5) – Norton Bridge North Jn	133	60	139	00	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC4	Norton Bridge North Jn – Basford Hall Jn	139	00	156	16	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC4	Basford Hall Jn – Change of ELR (Basford Wood)	156	16	157	20	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC5	Change of ELR (Basford Wood) – Crewe South Jn	157	20	157	60	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC5	Crewe South Jn – Crewe North Jn	157	60	158	18	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	LEC5	Crewe North Jn – Change of ELR (Site of former Grand Jn)	158	18	159	00	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ1	Change of ELR (Site of former Grand Jn) – Hartford Jn	159	00	170	56	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ1	Hartford Jn – Change of ELR (Preston Brook Tunnel)	170	56	176	00	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ2	Change of ELR (Preston Brook Tunnel) – Acton Grange Jn	176	00	180	24	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ2	Acton Grange Jn – Warrington South Jn	180	24	181	76	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ3	Warrington South Jn – Winwick Jn	181	76	185	49	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ4	Winwick Jn – Golborne Jn	185	49	187	76	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ5	Golborne Jn – Wigan Station Jn	0	53	6	33	N	N	N	N	N	N	N	
London-North-Western-North	1056	NW1001	CGJ5	Wigan Station Jn – Farington Curve Jn	6	33	20	08	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1001	CGJ5	Farington Curve Jn – Preston Ribble Jn	20	08	21	13	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1001	CGJ5	Preston Ribble Jn – Preston (Change of ELR)	21	13	21	57	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1001	CGJ6	Preston (Change of ELR) – Preston North Jn	0	00	0	21	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1001	CGJ6	Preston North Jn – Preston Fylde Jn	0	21	0	33	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1002	RBS3	Route Boundary (MD301) (Penkridge Station) – Stafford Trent Valley Jn No.1	23	30	28	50	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1003	HCM2	Buffer Stop (Silverdale Colliery End) – Madeley Chord Jn	3	27	7	36	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1003	HCM3	Madeley Chord Jn – Madeley Jn	0	25	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1003	HCM2	Madeley Chord Jn – End of line	7	36	8	14	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1004	RRN2	Route Boundary (MD345) (Rugeley B Power Station Jn) – Rugeley North Jn	14	00	14	69	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1005	KCS1	Kidsgrove Jn – Crewe South Jn	0	00	8	27	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1007	SYC	Route Boundary (GW735) (Nantwich) – Gresty Green	2	60	1	18	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1007	SYC	Gresty Green – Crewe South Jn	1	18	0	00	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1009	BHI	Basford Hall Jn – Former site of Sydney Bridge Jn (Independent lines)	156	16	158	76	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1009	CMP1	Former site of Sydney Bridge Jn – Sandbach South Jn (Independent lines)	158	76	162	28	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1011	GSG	Gresty Lane Jn – Salop Goods Jn	0	00	0	37	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1013	CSG	Crewe Sorting Sidings North – Gresty Lane	157	26	157	47	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1015	CIL	Salop Goods Jn – Crewe North Jn (Chester Independent lines)	157	64	158	18	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1017	LLI	Salop Goods Jn – Crewe Coal Yard (Liverpool Independent lines)	157	71	158	73	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1019	CHW1/2	Acton Grange Jn – Warrington South Jn (Helsby lines)	16	19	17	76	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1021	WEE	Winwick Jn – Earlestown East Jn	185	49	187	10	N	N	N	N	N	N	N	
London-North-Western-North	1057	NW1021	DSE	Earlestown East Jn – Newton-le-Willows Jn	14	75	16	19	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW1021	NGJ	Newton-le-Willows Jn – Golborne Jn	0	00	0	53	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW1023	HOB2	Haydock Branch Jn – End of line (former Kelbit PS)	0	00	0	53	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW1025	IMG	Bamfurlong Sidings Jn – Ince Moss Jn (Ince Moss Goods lines)	0	18	0	78	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW1027	PSR1	Preston South Jn – Preston Docks Branch ELR Change	21	39	21	47	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW1027	PSR2	Preston Docks Branch ELR Change – Network Rail Boundary (Ribble Steam Railway)	0	00	0	40	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2001	WJL1	Weaver Jn – Ditton East Jn	174	53	182	67	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2001	WJL2	Ditton East Jn – Speke East Jn	182	67	186	72	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2001	WJL3	Speke Est Jn – Edge Hill East Jn	186	72	191	75	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2001	WJL4	Edge Hill East Jn – Liverpool Lime Street	191	75	193	52	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2003	RDB	Runcorn – Network Rail Boundary (Runcorn Dock Branch)	0	02	0	69	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2005	SCR	Speke East Jn – Garston Jn	22	59	23	52	N	N	N	N	N	N	N	
London-North-Western-North	1058	NW2007	AEG	Allerton East Jn – Garston Jn	0	00	0	28	N	N	N	N	N	N	N	
