Route	page	Line of route	Line of Route / Sector Description	W6a	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
Kent-Sussex-Wessex	1121	SW200	Hampton Court Jn – Guildford (via Cobham)	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1121	SW205	Leatherhead – Effingham Junction	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1121	SW210	Clapham Junction – Barnes Jn	Y *	Y	S1	S2	N	N	N	N	S1 The following combinations are permitted, up to: 2896 (h) x 2500 (w) box on FAA FLA wagons 2590 (h) x 2500 (w) box on FCA wagons 2667 (h) x 2500 (w) box on FIA FKA wagons 2625 (h) x 2550 (w) S17 FT on FEA FSA/FTA wagons 2615 (h) x 2550 (w) S16 FT on KFA wagons S2 The following combinations are permitted, up to: 2770 (h) x 2550 (w) box on FIA IFA wagons 2896 (h) x 2550 (w) box on IKA FKA wagons 2553 (h) x 2500 (w) box on IFB wagons
Kent-Sussex-Wessex	1121	SW210	Barnes Jn – Feltham Jn (via North Sheen)	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1121	SW210	Feltham Jn – Virginia Water	Y *	Y	Y	N	N	N	N	N	
Kent-Sussex-Wessex	1121	SW210	Virginia Water – Wokingham Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1121	SW210	Wokingham Jn – Reading	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW210	Reading Southern Jn – Reading East Main Jn (RLL)	Y	Y	Y	Y	N	Y	N	Y	
Kent-Sussex-Wessex	1122	SW210	Reading Spur Jn – Reading New Jn	Y	Y	Y	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW220	Latchmere Jn – Kensington Olympia	Y	Y	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	1122	SW225	Point Pleasant Jn – Wimbledon	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW230	Barnes – New Kew Jn	Y	Y	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	1122	SW230	New Kew Jn – Feltham Jn	Y *	R1	S1	N	N	N	N	N	R1 W7 25 mph, Both Lines Br. HOU-35 [13m 24ch] S1 The following combinations are permitted, up to: 2896 (h) x 2500 (w) box on FAA FLA wagons 2590 (h) x 2500 (w) box on FCA wagons 2667 (h) x 2500 (w) box on FIA FKA wagons 2625 (h) x 2550 (w) box on FEA FSA/FTA wagons 2615 (h) x 2550 (w) box on KFA wagons 25 mph, Both Lines Br. HOU-35 [13m 24ch]
Kent-Sussex-Wessex	1122	SW230	Hounslow Jn – Whitton Jn	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW240	Kew East Jn – Old Kew Jn	Y	Y	Y	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW240	Kew East Jn – New Kew Jn	Y	Y	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	1122	SW245	Twickenham – Shacklegate Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW245	Strawberry Hill Jn – Fulwell Jn	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1122	SW250	Staines – Windsor and Eton Riverside	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1123	SW255	Virginia Water – Byfleet Jn	Y *	R1	S1	N	N	N	N	N	R1 W7, 10 mph Down Line Br. VWW-9 [21m 27ch] S1 The following combinations are permitted, up to: 2896 (h) x 2500 (w) box on FAA FLA wagons 2590 (h) x 2500 (w) box on FCA wagons 2667 (h) x 2500 (w) box on FKA FIA wagons 2625 (h) x 2550 (w) box on FEA FSA/FTA wagons 2615 (h) x 2550 (w) box on KFA wagons 10 mph, Down Line Br. VWW-9 [21m 27ch]
Kent-Sussex-Wessex	1123	SW255	Weybridge Bay Platform – Addlestone Jn	Y	Y	N	N	N	N	N	N	
Kent-Sussex-Wessex	1123	SW260	Ascot – Ash Vale Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1123	SW265	Guildford North Jn – Wokingham Jn	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1123	SW265	Aldershot South Jn – Aldershot North Jn	Y	N	N	N	N	N	N	N	
