Route	page	Line of Route	Line of Route / Sector Description	W6	W7	W8	W9	W9Plus	W10	W10A	W12	Notes
London-North-Eastern	1267	LN924	Apperley Jn – Ilkley	Y *	N	N	N	N	N	N	N	
London-North-Eastern	1267	LN926	Dockfield Jn – Esholt Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1267	LN928	Shipley East Jn – Bradford Forster Square	Y *	N	N	N	N	N	N	N	
London-North-Eastern	1267	LN930	Skipton Middle Jn – Rylstone	Y	N	N	N	N	N	N	N	
London-North-Eastern	1267	LN932	Shipley South Jn – Shipley West Jn	Y *	N	N	N	N	N	N	N	
London-North-Eastern	1267	LN3140	Bedford St. John's (Exclusive) – Bedford Station	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1267	LN3201	St. Pancras – Cricklewood	Y *	R1	R1	N	N	N	N	N	R1 W8 W7 Prohibited EXCEPT Up Hendon, Down Hendon between Cricklewood Curve Jn and West Hampstead North Jn
London-North-Eastern	1267	LN3201	Cricklewood – Bedford	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1267	LN3201	Bedford – Wellingborough	Y *	N	N	N	N	N	N	N	
London-North-Eastern	1267	LN3201	Wellingborough – Wigston Sth Jn	S1 *	N	N	N	N	N	N	N	S1 Freight vehicles conforming to the W6a profile are permitted, EXCEPT IFA-S, IFA- U wagons
London-North-Eastern	1267	LN3201	Wigston South Jn – Leicester	Y *	Y	R1	R1	N	R1	N	N	R1 PROHIBITED Wigston South Jn to Wigston North Jn
London-North-Eastern	1267	LN3201	Leicester – Ratcliffe Jn	Y	Y	R1	R1	N	R1	N	N	R1 PROHIBITED Sytton South Jn to Ratcliffe Jn
London-North-Eastern	1268	LN3201	Ratcliffe Jn – Spondon	Y *	Y	R1	R1	R1	R1	R1	R1	R1 Between Trent West Jn and Sheet Stores Jn only
London-North-Eastern	1268	LN3201	Spondon – Derby London Rd Jn	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1268	LN3201	Derby London Road Jn – Clay Cross Sth Jn	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1268	LN3201	Clay Cross Sth Jn – Tapton Jn (Chesterfield)	Y *	Y	Y	R1 R2	R1 R2	R1 R2	R1 R2	R1 R2	R1 PROHIBITED on the Up Fast between former Clay Cross South Jn and Tapton Jn R2 PROHIBITED on the Down Fast between former Clay Cross South Jn and Tapton Jn
London-North-Eastern	1268	LN3201	Wymington Deviation	Y *	Y	N	N	N	N	N	N	
London-North-Eastern	1268	LN3201	Chaddesden Sidings – Derby Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3204	Trent South Jn – Nottingham East Jn	Y *	Y	Y	R1	R1	R1	R1	R1	R1 PROHIBITED Trent East Jn to Nottingham East Jn
London-North-Eastern	1268	LN3207	Trent East Jn – Chesterfield South Jn	Y *	Y	Y	R1 R2 R3	R1 R2 R3	R1 R2 R3	R1 R2 R3	R1 R2 R3	R1 PROHIBITED from Toton Yards R2 PROHIBITED from Stapleford and Sandiacre Yards R3 PROHIBITED from Codnor Park Sidings
London-North-Eastern	1268	LN3207	Toton North Jn – Staton and Staveley Sidings (Mapperley Goods Branch)	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3210	Junction Road Jn – Carlton Road Jn (Tottenham Lines)	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3213	Moorgate – Kentish Town Jn	N	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3214	Canal Tunnel Jn – Belle Isle Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3219	Cricklewood Curve Jn –o Dudding Hill Jn	Y *	Y	N	N	N	N	N	N	
London-North-Eastern	1268	LN3222	Brent Curve Jn – Dudding Hill Jn	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1268	LN3228	Trent East Jn – Sheet Stores Jn	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	1268	LN3231	Wigston South Jn – Glen Parva Jn	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1268	LN3232	Wigston North Jn – Hinckley	Y *	Y	Y	Y	N	Y	N	N	
London-North-Eastern	1268	LN3234	Syston East Jn – Syston North Jn	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1268	LN3237	Loughborough South Jn – Hotchley Hill	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1268	LN3240	Little Eaton Jn –o Denby	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3246	Ambergate Jn – Matlock	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3249	Lenton South Jn – Lenton North Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3252	Mansfield Jn to Trowell South Jn	Y *	N	N	N	N	N	N	N	
London-North-Eastern	1268	LN3255	Radford Jn – Kirkby Lane End Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1269	LN3258	Bestwood Park Jn – Calverton Colliery	Y	N	N	N	N	N	N	N	
London-North-Eastern	1269	LN3261	Trent South Jn – Toton South Jn (High Level Lines)	Y *	Y	N	N	N	N	N	N	
London-North-Eastern	1269	LN3264	Attenborough Jn – Meadow Lane Jn (Attenborough Curve)	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1269	LN3270	Codnor Park Jn – Ironville Jn GF	-	-	-	-	-	-	-	-	Section now classified as a siding and subsumed by LN3207
London-North-Eastern	1269	LN3273	Codnor Park Jn – Shirebrook Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1269	LN3340	Alrewas (Inclusive) – Wichnor Jn	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	1269	LN3501	Derby London Road Jn – Tamworth (Exclusive)	Y *	Y	Y	R1 R2 R3	R1 R2 R3	R1 R2 R3	R1 R2 R3	R1 R2 R3	R1 PROHIBITED Derby London Road Jn to Stenson Jn R2 PROHIBITED from New Wetmore Sidings R3 PROHIBITED from Central Rivers Depot
London-North-Eastern	1269	LN3505	North Stafford Jn – Stoke Jn (Exclusive)	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1269	LN3515	Melbourne Jn – Sinfin	Y	N	N	N	N	N	N	N	
London-North-Eastern	1270	LN3520	Sheet Stores Jn – Stenson Jn	Y *	Y	Y	Y	Y	Y	Y	Y	S1 The following combinations are permitted: 2438 h x 2438 w box on FEA KFA wagons Up Line 2590 h x 2438 w box on FEA FSA/FTA KFA wagons Up Line 2590 h x 2500 w box on FEA FSA/FTA KFA wagons Up Line 2615 h x 2500 w S16 FT on KFA wagons Up Line 2615 h x 2550 w S16 FT on KFA wagons Up Line 2625 h x 2500 w ST17 FT on FEA FSA/FTA wagons Up Line 2625 h x 2550 w ST17 FT on FEA FSA/FTA wagons Up Line 2896 h x 2438 w box on FLA wagons Up Line 2896 h x 2500 w box on FAA wagons Up Line STNC NC/G1/2001/ICP-G/M&C002 applies to 31/12/10
London-North-Eastern	1270	LN3525	Knighton Jn – Leicester Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1270	LN3535	Birmingham Curve Jn – Branston Jn	Y	N	N	N	N	N	N	N	
London-North-Eastern	1270	LN3601	Kettering North Jn – Manton Jn	Y	Y	N	N	N	N	N	N	
London-North-Eastern	1270	LN3605	Corby BSC Works – Corby North	Y	N	N	N	N	N	N	N	
London-North-Eastern	1270	LN3610	Corby Automotive Terminal – Corby North	Y	N	N	N	N	N	N	N	
London-North-Eastern	1270	LN3615	Uffington – Syston South Jn	Y *	Y	R1 R2	R1 R2	R1 R2	R1 R2	N	N	R1 W10 Prohibited: The following combinations are permitted: Up to: 2895 high x 2500 wide box on FIA FKA FSA/FTA IFA IKA KFA FEA wagons R2 PROHIBITED from Melton Mowbray Up Goods Yard.
London-North-Eastern	1270	LN3620	Melton Jn GF – Asfordby	Y	N	N	N	N	N	N	N	
London-North-Eastern	1271	LN3625	Nottingham East Jn – Newark Castle	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1271	LN3635	Bottesford West Jn (Exclusive) – Netherfield Jn	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1271	LN3645	Netherfield Jn – Gedling Colliery	Y	N	N	N	N	N	N	N	
