ROUTE	PAGE	LINE OF ROUTE	LINE OF ROUTE / SECTOR DESCRIPTION	W6A	W7	W8	W9	W9PLUS	W10	W10A	W12	NOTES
London-North-Western-South	0664	MD101	LEC1	Watford South Jn – Bletchley South Jn	17	06	46	41	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD101	LEC1	Bletchley South Jn – Bletchley (platforms 1-5) – Denbigh Hall South Jn	46	41	47	52	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD101	LEC1	Denbigh Hall South Jn – Hanslope North Jn	47	52	56	66	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD101	LEC1	Hanslope North Jn – Hillmorton Jn	56	66	81	28	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD101	LEC1	Hillmorton Jn – Rugby Trent Valley Jn	81	28	83	18	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD101	LEC2	Rugby Trent Valley Jn – Armitage Jn (NW1001 Sectional Appendix Boundary)	83	18	119	20	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD105	HNR	Hanslope Jn (MD101) – Northampton South Jn	56	66	65	55	N	N	N	N	N	N	N	
London-North-Western-South	0664	MD105	HNR	Northampton South Jn – Northampton North Jn	65	55	66	12	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD105	HNR	Northampton North Jn – Rugby South Jn	66	12	83	54	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD120	CWJ	Camden Jn DC lines (Down DC line mileage) – Kilburn High Road (DC Lines)	1	36	3	01	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD120	CWJ	Kilburn High Road – Willesden Suburban Jn (DC Lines)	3	01	5	28	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD120	CWJ	Willesden Suburban Jn – Harrow and Wealdstone (Sand Drag) (DC Lines)	5	28	11	46	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD120	CWJ	Harrow and Wealdstone (Sand Drag) – Watford Jn (DC Lines)	11	46	17	58	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD130	WSA	Watford Junction – St Albans Abbey	0	00	6	45	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD136	WCL	Harlesden Jn – Railnet Jn	1	00	1	11	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD136	WCL	Railnet Jn – Willesden Carriage Shed South	1	11	2	00	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD136	WCL	Willesden Carriage Shed South – Connection with Yard line	2	00	2	60	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD136	WEF1	Connection with Yard line – Wembley Central Jn	2	60	2	76	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD137	WCL	Harlesden Jn – Railnet Jn	1	00	1	11	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD137	UHL	Railnet Jn – Wembley Yard South Jn	1	11	1	62	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD137	WEF1	Wembley Yard South Jn – Wembley Central Jn	1	62	2	76	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD140	LEC1	Bletchley South Jn – Bletchley North Jn (Change of Mileage)	46	41	46	59	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD140	BBM	Bletchley North Jn (Change of Mileage) – Limit of electrification (Bletchley TMD)	0	11	0	21	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD140	BBM	Limit of electrification (Bletchley TMD) – Route Boundary (LN3140) (Bedford)	0	21	16	07	N	N	N	N	N	N	N	
London-North-Western-South	0665	MD145	CRC2	Route Boundary (EA1320) (Camden Road West Jn) – Camden Jn (North DC lines)	5	42	5	78	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD150	KGW	Route Boundary (EA1310) (Kensal Green Jn) – Willesden Suburban Jn	5	25	5	36	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD155	KGC	Route Boundary (EA1310) (Kensal Green Jn) – Harlesden Jn	0	21	1	00	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD160	WMB	Route Boundary (EA1310) (Willesden High Level Jn) – Mitre Bridge Jn	0	09	0	00	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD166	WLL	Route Boundary (SO250) (North Pole Jn) – Mitre Bridge Jn	5	65	5	67	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD166	WLL	Mitre Bridge Jn – West London Jn (Willesden)	5	67	6	19	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD166	LLG	West London Jn (Willesden) – Wembley Central Jn (Willesden Relief lines)	0	12	2	59	N	N	N	N	N	N	N	
London-North-Western-South	0666	MD167	WLL	Mitre Bridge Jn – West London Jn (Willesden)	5	67	6	19	N	N	N	N	N	N	N	
